,rsrp,pci,plmn,earfcn,time,latitude,longitude,altitude
90,-107,168,21407,3600,12:12:13,40.7176058,-4.0815249,1125.300048828125
91,-112,168,21407,3600,12:12:15,40.717618,-4.0815022,1125.300048828125
92,-110,170,21407,3600,12:12:17,40.7176422,-4.0814938,1125.300048828125
93,-110,170,21407,3600,12:12:19,40.7176579,-4.0814883,1125.300048828125
94,-113,170,21407,3600,12:12:21,40.717656,-4.081468,1125.300048828125
95,-106,170,21407,3600,12:12:23,40.7176532,-4.0814712,1125.300048828125
96,-107,170,21407,3600,12:12:25,40.7176553,-4.0814751,1125.300048828125
97,-107,170,21407,3600,12:12:27,40.7176545,-4.0814805,1125.0
98,-111,170,21407,3600,12:12:29,40.7176472,-4.0815003,1125.0
99,-112,266,21407,1301,12:12:31,40.7176246,-4.0815035,1125.0
100,-112,266,21407,1301,12:12:33,40.7175976,-4.0814989,1125.0
101,-103,266,21407,1301,12:12:35,40.7175756,-4.0814955,1125.0
102,-100,266,21407,1301,12:12:37,40.7175574,-4.0814892,1125.0
103,-108,266,21407,1301,12:12:39,40.717538,-4.0814814,1125.0
104,-108,266,21407,1301,12:12:41,40.7175176,-4.081476,1125.0
105,-109,266,21407,1301,12:12:43,40.7174979,-4.0814698,1125.0
106,-113,266,21407,1301,12:12:45,40.7174699,-4.0814644,1125.0
107,-113,266,21407,1301,12:12:47,40.7174414,-4.0814579,1125.0
108,-113,266,21407,1301,12:12:49,40.717421220615506,-4.081454258412123,1122.0
109,-112,266,21407,1301,12:12:51,40.717400391586125,-4.08144386485219,1122.0
110,-109,266,21407,1301,12:12:53,40.71737352758646,-4.081437410786748,1122.0
111,-109,266,21407,1301,12:12:55,40.71734942961484,-4.081431962549686,1122.0
112,-110,266,21407,1301,12:12:57,40.71734004188329,-4.081429783254862,1122.0
113,-109,266,21407,1301,12:12:59,40.717312465421855,-4.081421904265881,1122.0
114,-109,266,21407,1301,12:13:01,40.71727751288563,-4.0814119298011065,1123.0
115,-110,266,21407,1301,12:13:03,40.71725098416209,-4.081395668908954,1123.0
116,-110,266,21407,1301,12:13:05,40.71722680237144,-4.081379575654864,1123.0
117,-106,266,21407,1301,12:13:07,40.71720224339515,-4.081358788534999,1124.0
118,-106,266,21407,1301,12:13:09,40.71717181708664,-4.081343617290258,1124.0
119,-107,266,21407,1301,12:13:11,40.71714051067829,-4.081331044435501,1124.0
120,-109,266,21407,1301,12:13:13,40.7171114673838,-4.081310257315636,1125.0
121,-109,266,21407,1301,12:13:15,40.71708975825459,-4.081290978938341,1126.0
122,-112,266,21407,1301,12:13:17,40.71707990951836,-4.081275053322315,1126.0
123,-111,266,21407,1301,12:13:19,40.71707253344357,-4.081273125484586,1125.0
124,-111,266,21407,1301,12:13:21,40.71704633999616,-4.081275137141347,1126.0
125,-111,266,21407,1301,12:13:23,40.717027354985476,-4.081260468810797,1125.0
126,-112,266,21407,1301,12:13:25,40.71702852845192,-4.081245716661215,1124.0
127,-112,266,21407,1301,12:13:27,40.717030079104006,-4.0812422800809145,1124.0
128,-113,266,21407,1301,12:13:29,40.717030079104006,-4.0812422800809145,1124.0
129,-113,266,21407,1301,12:13:31,40.71702643297613,-4.081230713054538,1124.0
130,-113,266,21407,1301,12:13:33,40.71701981127262,-4.081207579001784,1124.0
131,-113,266,21407,1301,12:13:35,40.7170109,-4.0811796,1122.0999755859375
132,-101,368,21407,1301,12:13:35,40.7170109,-4.0811796,1122.0999755859375
133,-103,368,21407,1301,12:13:35,40.7170109,-4.0811796,1122.0999755859375
134,-108,368,21407,1301,12:13:40,40.71702488232404,-4.081101547926664,1129.0
135,-108,368,21407,1301,12:13:43,40.71704571135342,-4.081036588177085,1125.0
136,-108,368,21407,1301,12:13:45,40.71701406966895,-4.080986799672246,1125.0
137,-108,368,21407,1301,12:13:47,40.71701251901686,-4.080958552658558,1125.0
138,-108,266,21407,1301,12:13:49,40.7170029,-4.0818053,1122.4000244140625
139,-107,266,21407,1301,12:13:51,40.71701172273606,-4.080907590687275,1125.0
140,-106,266,21407,1301,12:13:53,40.71701675187796,-4.080883450806141,1123.0
141,-104,266,21407,1301,12:13:55,40.71702626533806,-4.0808517672121525,1123.0
142,-106,266,21407,1301,12:13:57,40.71703548543155,-4.080820921808481,1123.0
143,-106,266,21407,1301,12:13:59,40.71704483125359,-4.080797703936696,1124.0
144,-107,266,21407,1301,12:14:01,40.71705006994307,-4.080764092504978,1124.0
145,-107,266,21407,1301,12:14:03,40.71705493144691,-4.080734923481941,1124.0
146,-107,266,21407,1301,12:14:05,40.71705744601786,-4.080715645104647,1123.0
147,-106,266,21407,1301,12:14:07,40.71706067305058,-4.0806912537664175,1122.0
148,-105,266,21407,1301,12:14:09,40.7180209,-4.0794747,1122.4000244140625
149,-104,266,21407,1301,12:14:11,40.71706478018314,-4.080644231289625,1122.0
150,-104,266,21407,1301,12:14:13,40.71705300360918,-4.080600058659911,1124.0
151,-104,266,21407,1301,12:14:13,40.71705300360918,-4.080600058659911,1124.0
152,-104,266,21407,1301,12:14:13,40.71705300360918,-4.080600058659911,1124.0
153,-104,266,21407,1301,12:14:13,40.71705300360918,-4.080600058659911,1124.0
154,-107,266,21407,1301,12:14:13,40.71705300360918,-4.080600058659911,1124.0
155,-107,266,21407,1301,12:14:13,40.71705300360918,-4.080600058659911,1124.0
156,-106,266,21407,1301,12:14:24,40.717029282823205,-4.080446334555745,1121.0
157,-105,266,21407,1301,12:14:27,40.717024211771786,-4.080383637920022,1127.0
158,-105,266,21407,1301,12:14:29,40.71700677741319,-4.080312475562096,1125.0
159,-109,266,21407,1301,12:14:31,40.717012477107346,-4.080290934070945,1125.0
160,-106,266,21407,1301,12:14:33,40.71701985318214,-4.080269560217857,1127.0
161,-106,266,21407,1301,12:14:35,40.71702102664858,-4.08024039119482,1128.0
162,-108,266,21407,1301,12:14:37,40.71701792534441,-4.080208204686642,1127.0
163,-104,266,21407,1301,12:14:39,40.717026642523706,-4.080177443102002,1127.0
164,-104,266,21407,1301,12:14:41,40.717033725231886,-4.080150034278631,1126.0
165,-107,266,21407,1301,12:14:43,40.71703883819282,-4.080120027065277,1125.0
166,-107,266,21407,1301,12:14:45,40.7170390477404,-4.080090774223208,1125.0
167,-107,266,21407,1301,12:14:47,40.71704969275743,-4.080061186105013,1124.0
168,-106,266,21407,1301,12:14:49,40.717056398279965,-4.080031765624881,1124.0
169,-108,266,21407,1301,12:14:51,40.717068426311016,-4.080005446448922,1123.0
170,-108,266,21407,1301,12:14:53,40.7170691806823,-4.079986168071628,1123.0
171,-105,266,21407,1301,12:14:55,40.717073497362435,-4.079961609095335,1123.0
172,-105,266,21407,1301,12:14:57,40.7170736650005,-4.079932859167457,1122.0
173,-107,266,21407,1301,12:14:59,40.71708083152771,-4.079902013763785,1122.0
174,-107,266,21407,1301,12:15:01,40.717088584788144,-4.079873850569129,1123.0
175,-108,266,21407,1301,12:15:03,40.71709734387696,-4.079849794507027,1123.0
176,-108,266,21407,1301,12:15:05,40.71711000055075,-4.079819368198514,1123.0
177,-107,266,21407,1301,12:15:07,40.71711414959282,-4.079790534451604,1123.0
178,-107,266,21407,1301,12:15:09,40.71711880154908,-4.079760108143091,1123.0
179,-108,266,21407,1301,12:15:11,40.71712693199515,-4.079724317416549,1123.0
180,-108,266,21407,1301,12:15:13,40.71713355369866,-4.079693891108036,1122.0
181,-107,266,21407,1301,12:15:15,40.71713988203555,-4.079663548618555,1121.0
182,-108,266,21407,1301,12:15:17,40.717143402434886,-4.079630859196186,1120.0
183,-108,266,21407,1301,12:15:19,40.71714801248163,-4.079600432887673,1121.0
184,-107,266,21407,1301,12:15:21,40.71715249679983,-4.079569419845939,1121.0
185,-107,266,21407,1301,12:15:23,40.71715672966093,-4.079535640776157,1121.0
186,-105,266,21407,1301,12:15:25,40.71715471800417,-4.079502113163471,1121.0
187,-105,266,21407,1301,12:15:27,40.71714545600116,-4.079470345750451,1120.0
188,-103,266,21407,1301,12:15:29,40.71713447570801,-4.079439081251621,1120.0
189,-94,266,21407,1301,12:15:31,40.71711896918714,-4.079418713226914,1120.0
190,-94,266,21407,1301,12:15:33,40.71710392367095,-4.079399602487683,1120.0
191,-98,266,21407,1301,12:15:35,40.717085232026875,-4.079370014369488,1119.0
192,-97,266,21407,1301,12:15:37,40.71706356480718,-4.079346042126417,1120.0
193,-97,266,21407,1301,12:15:39,40.71704470552504,-4.079321566969156,1120.0
194,-91,266,21407,1301,12:15:41,40.71702798362821,-4.079290553927422,1120.0
195,-91,266,21407,1301,12:15:43,40.71701377630234,-4.0792623069137335,1120.0
196,-91,266,21407,1301,12:15:45,40.71700254455209,-4.079236574470997,1119.0
197,-91,266,21407,1301,12:15:47,40.716985277831554,-4.0792113449424505,1120.0
198,-91,266,21407,1301,12:15:48,40.71697635110468,-4.079197011888027,1119.0
199,-88,266,21407,1301,12:15:48,40.71697635110468,-4.079197011888027,1119.0
200,-86,266,21407,1301,12:15:48,40.71697635110468,-4.079197011888027,1119.0
201,-86,266,21407,1301,12:15:48,40.71697635110468,-4.079197011888027,1119.0
202,-85,266,21407,1301,12:15:48,40.71697635110468,-4.079197011888027,1119.0
203,-89,266,21407,1301,12:15:48,40.71697635110468,-4.079197011888027,1119.0
204,-92,266,21407,1301,12:16:01,40.71692693978548,-4.079007497057319,1133.0
205,-92,266,21407,1301,12:16:03,40.71686797309667,-4.07903591170907,1123.0
206,-87,266,21407,1301,12:16:05,40.71678729727864,-4.079021494835615,1120.0
207,-85,266,21407,1301,12:16:07,40.716778370551765,-4.07901051454246,1122.0
208,-85,266,21407,1301,12:16:09,40.71676768362522,-4.07898997887969,1122.0
209,-90,266,21407,1301,12:16:11,40.71674249600619,-4.078967599198222,1122.0
210,-90,266,21407,1301,12:16:13,40.716720996424556,-4.078948572278023,1121.0
211,-88,266,21407,1301,12:16:15,40.716695096343756,-4.078937340527773,1120.0
212,-90,266,21407,1301,12:16:17,40.71667267475277,-4.078910015523434,1120.0
213,-90,266,21407,1301,12:16:19,40.71664799004793,-4.078891323879361,1118.0
214,-93,266,21407,1301,12:16:22,40.71662158705294,-4.078860394656658,1118.0
215,-93,266,21407,1301,12:16:22,40.71662158705294,-4.078860394656658,1118.0
216,-93,266,21407,1301,12:16:25,40.716605954803526,-4.078813707455993,1119.0
217,-98,266,21407,1301,12:16:27,40.71659338194877,-4.078788394108415,1118.0
218,-98,266,21407,1301,12:16:29,40.71658013854176,-4.078758889809251,1118.0
219,-98,266,21407,1301,12:16:31,40.716563165187836,-4.078732654452324,1119.0
220,-96,266,21407,1301,12:16:33,40.71654422208667,-4.078702060505748,1119.0
221,-93,266,21407,1301,12:16:35,40.716525446623564,-4.078680770471692,1119.0
222,-90,266,21407,1301,12:16:22,40.7164888,-4.0782761,1113.4000244140625
223,-90,266,21407,1301,12:16:39,40.716500845737755,-4.0786264557391405,1119.0
224,-100,266,21407,1301,12:16:41,40.71648764424026,-4.078591922298074,1119.0
225,-100,266,21407,1301,12:16:43,40.71648391429335,-4.078565435484052,1119.0
226,-100,266,21407,1301,12:16:45,40.71648043580353,-4.078536182641983,1119.0
227,-106,242,21407,2850,12:16:47,40.716471802443266,-4.078503493219614,1119.0
228,-106,242,21407,2850,12:16:49,40.71646865922958,-4.078474659472704,1118.0
229,-108,242,21407,2850,12:16:51,40.716468072496355,-4.078445071354508,1118.0
230,-112,242,21407,2850,12:16:53,40.716468282043934,-4.078415147960186,1118.0
231,-112,242,21407,2850,12:16:55,40.71647054515779,-4.078383380547166,1117.0
232,-108,242,21407,2850,12:16:57,40.71647398173809,-4.078352702781558,1117.0
233,-104,242,21407,2850,12:16:59,40.71647674776614,-4.0783260483294725,1117.0
234,-109,242,21407,2850,12:17:01,40.71647674776614,-4.0783001482486725,1117.0
235,-109,242,21407,2850,12:17:03,40.716478885151446,-4.078271398320794,1116.0
236,-97,242,21407,2850,12:17:05,40.716478298418224,-4.07824139110744,1117.0
237,-97,242,21407,2850,12:17:07,40.71647729258984,-4.078207276761532,1117.0
238,-104,242,21407,2850,12:17:09,40.71646710857749,-4.078177772462368,1117.0
239,-104,242,21407,2850,12:17:11,40.71645738556981,-4.078140975907445,1116.0
240,-104,242,21407,2850,12:17:13,40.71645294316113,-4.078108286485076,1116.0
241,-104,242,21407,2850,12:17:15,40.71645382326096,-4.078075177967548,1117.0
242,-106,242,21407,2850,12:17:17,40.71645332034677,-4.0780450869351625,1117.0
243,-102,242,21407,2850,12:17:19,40.71646547410637,-4.078020444139838,1117.0
244,-96,242,21407,2850,12:17:21,40.716470084153116,-4.077991945669055,1117.0
245,-96,242,21407,2850,12:17:23,40.71646451018751,-4.077959842979908,1117.0
246,-96,242,21407,2850,12:17:25,40.71646409109235,-4.077930338680744,1117.0
247,-96,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
248,-96,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
249,-100,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
250,-100,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
251,-100,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
252,-100,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
253,-100,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
254,-100,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
255,-97,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
256,-97,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
257,-97,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
258,-97,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
259,-97,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
260,-97,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
261,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
262,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
263,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
264,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
265,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
266,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
267,-105,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
268,-105,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
269,-105,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
270,-105,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
271,-105,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
272,-105,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
273,-106,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
274,-106,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
275,-106,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
276,-106,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
277,-106,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
278,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
279,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
280,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
281,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
282,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
283,-103,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
284,-111,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
285,-111,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
286,-111,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
287,-111,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
288,-111,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
289,-111,242,21407,2850,12:17:26,40.7164615765214,-4.077913323417306,1117.0
290,-109,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
291,-109,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
292,-109,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
293,-109,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
294,-109,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
295,-111,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
296,-111,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
297,-111,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
298,-111,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
299,-111,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
300,-110,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
301,-110,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
302,-110,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
303,-110,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
304,-110,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
305,-110,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
306,-115,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
307,-115,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
308,-115,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
309,-115,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
310,-115,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
311,-115,266,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
312,-98,368,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
313,-98,368,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
314,-99,368,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
315,-100,368,21407,1301,12:17:26,40.7164615765214,-4.077913323417306,1117.0
316,-106,368,21407,1301,12:19:44,40.716916671954095,-4.075799323618412,1121.0
317,-115,368,21407,1301,12:19:47,40.716903638094664,-4.07571860589087,1111.0
318,-110,368,21407,1301,12:19:49,40.716919312253594,-4.075679797679186,1110.0
319,-110,368,21407,1301,12:19:51,40.71692421566695,-4.075655322521925,1107.0
320,-108,368,21407,1301,12:19:53,40.716900704428554,-4.075620286166668,1107.0
321,-108,368,21407,1301,12:19:55,40.71689165197313,-4.075588099658489,1107.0
322,-106,168,21407,3600,12:19:57,40.71688796393573,-4.075558679178357,1107.0
323,-106,168,21407,3600,12:19:59,40.716891274787486,-4.075527749955654,1108.0
324,-105,168,21407,3600,12:20:01,40.71688792202622,-4.075500341132283,1107.0
325,-99,168,21407,3600,12:20:03,40.71688310243189,-4.075472429394722,1107.0
326,-99,168,21407,3600,12:20:05,40.71687534917146,-4.075443092733622,1107.0
327,-104,168,21407,3600,12:20:07,40.716865165159106,-4.075411492958665,1107.0
328,-107,168,21407,3600,12:20:09,40.71685732807964,-4.07538047991693,1107.0
329,-107,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
330,-107,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
331,-107,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
332,-107,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
333,-108,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
334,-108,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
335,-108,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
336,-108,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
337,-108,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
338,-108,168,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
339,-98,262,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
340,-98,262,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
341,-98,262,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
342,-98,262,21407,3600,12:20:11,40.71684936527163,-4.075355753302574,1106.0
